pos	rup	ron
vb 3+2	strâbatu	răzbi, v
vb 3+2	strâbatu	străbate
vb 3+2	strâbatu	traversa, v
sf	strâbăshinâ	burtă
sf	strâbăshinâ	pântec
sf	strâbishinâ	burtă
sf	strâbishinâ	pântec
sf	strâgâ	strungă
sf	strâgljeatâ	brânză - fel de
sf	strahâ	streaşină
sf	strajâ	santinelă
sf	strajâ	strajă
sm	strâjearu	jandarm
vb 4	strâkescu	avorta
vb 4	strâkescu	seca
vb 4	strâkescu	stârpi
vb 4	strâkescu	usca
sm	strâkitu	avorton
sm	strâkitu	secătură
sf	strâkiturâ	avorton
sf	strâkiturâ	picătură stoarsă
sf	strâkiturâ	stârpitură
sf	strâmari	destrămare
adj	strâmatu	destrămat
sf	strâmâturâ	destrămătură
sf	strâmbari	strâmbare
sf	strâmbâtati	nedreptate
sf	strâmbâtati	strâmbătate
adj	strâmbatu	strâmbat
sf	strâmbâturâ	strâmbătură
sn	strâmbeaticu	strâmbătate
sn	strâmbu	boală ovină
adj	strâmbu	drăcos
adj	strâmbu	nedrept
adj	strâmbu	rău
adj	strâmbu	strâmb
vb 1	strâmbu - mi	coti, v
vb 1	strâmbu - mi	devia, v
vb 1	strâmbu - mi	strâmba, v
sf	strâmburari	stimulare
vb 1	strâmedzu - mi	destrăma, v
sm+f	strâmljioru	mior de 2 ani
sf pl	strâmti	haine strânse, europeneşti
sf	strâmturâ	strâmtoare
vb 1	strâmutu - mi	deplasa
vb 1	strâmutu - mi	schimba, v
vb 1	strâmutu - mi	strămuta, v
vb 3	strângu  - mi	strânge, v
vb 4	strângulsescu - mi	entorsă a face, v
vb 4	strângulsescu - mi	scrânti, v
sf	strângulusiri	entorsă
sf	strângulusiri	luxaţie
sf	strângulusiri	scrântire
sm+f	strânipotu	strănepot
sm+f	strânjiljioru	mior de 2 ani
sm fpl	strânjiriu	îmbrăcăminte multă
sn	stranjiu	haină
sn	stranjiu	îmbrăcăminte multă
sn	stranjiu	strai
sm fpl	strânjiu	îmbrăcăminte multă
sn	strânotu	hăinuţă
sn	strânushu	hăinuţă
vb 1	strânutu	strănuta, v
adj	strâocljiu	şaşiu
sm	strâpapu	strămoş
sm	strâpârinti	strămoş
sf	strâpii	fulger
vb 3+2	strâpungu	străpunge, v
sm	stratiotu	soldat infanterist
sm	stratiyo	general
sn	strato, stratevmati	armată
sn	stratu	strat
sm	straushu	străbunic
sm	strâushu	străbunic
adj	strâvecljiu	străvechi
vb 4	strâxescu	agreea, v
vb 4	strâxescu	consimţi, v
sf	strâxiri	suportare
adj	strâxitu	consimţit
sf	streahâ	streaşină
sf	streapitâ	dintele înţelepciunii
sf	streapitâ	măseaua de minte
sm	streapitu	larvă din brânza fermentată
sf	streclji	streche - insectă ce omoară animalele
sf	streglâ	tăun
sf	strelâ	praştie cu elastic
sf	stremâ	pogon
adj	stresu	avar
adj	stresu	categoric
adj	stresu	constrâns
adj	stresu	forţat
adj	stresu	strâns
adj	stresu	zgârcit
prep	stri	deasupra
prep	stri	pe
prep	stri	pentru
prep	stri	sus, în
sf	stribatiri	diaree
vb 3	stribatu	penetra, v
vb 4	stribatu	răzbi, v
vb 5	stribatu	străbate
vb 6	stribatu	traversa, v
sf	stricâtoari	curaj - peiorativ
sf	stricâtoari	curajos
sf	stricâtoari	strecurătoare din lână
vb 1	stricoru - mi	filtra, v
vb 1	stricoru - mi	stoarce, v
vb 1	stricoru - mi	strecura, v
vb 1	stricu - mi	strica, v
adj	strifâ	mior de 2 ani
adj	strifu	castrat
sf	strigâ	strigă - vrăjitoare
sf	strigâ	strigoaică
sf	striglă	strigă - vrăjitoare
sf	striglă	strigoaică
vb 1	strigu	chema, v
vb 1	strigu	reproşa, v
vb 1	strigu	striga, v
vb 1	strigu	vorbi tare, v
sf	strimburari	băţ ascuţit pt îdemnat vitele la mers
sf	strimburari	imbold
sf	strimburari	impuls
sf	strimburari	impulsionare
sf	strimburari	îmboldire
sf	strimburari	îndemn
sf	strimburari	îndemnare
sf	strimburari	pornire
sf	strimburari	stimul
sf	strimburari	stimulare
sf	strimburari	stimulent
sf	strimtari	strănutare
vb 1	strimtedzu - mi	îngusta, v
vb 1	strimtedzu - mi	strâmta
vb 1	strimtedzu - mi	strâmtora
adj	strimtu	înghesuit
adj	strimtu	îngust
adj	strimtu	strâns
sf	strimturâ	strâmtură
sf	strimturâ	strânsoare
sf	strimturari	strâmtorare
sf	strimtură	îngustime
sf	strimurari	stimulare
vb 4	strimuxescu - mi	îmbulzi, v
vb 4	strimuxescu - mi	înghesui, v
sf	strindzeari	strângere
sf	strindziri	strângere
sf	stringâturâ	strânsătură
sf	stringlji	trăgătoare
vb 3+2	stringu - mi	încorda în....
vb 3+2	stringu - mi	jena, v
vb 3+2	stringu - mi	reţine, v
vb 3+2	stringu - mi	strânge, v
vb 3+2	stringu - mi	zgârci, v
sm+f	strinu	străin
adj	striocljiu	şaşiu
sm	stripârinti	strămoş
sm	striprokiu	ventricol
vb 4	strisescu	ţesăla, v
sn	strivotanu	iarbă de sterpit
adj	strivuitu	acrit
vb 4	strixescu	accepta, v
vb 4	strixescu	agreea, v
vb 4	strixescu	consimţi, v
sf	strixiri	suportare
sn pl?	strofu	colică
sn fpl	strofu	prăpăd
adj	stronghilu	rotund
sm pl?	stropu	prăjină
sf	strozmâ	aşternut
vb 1	strucinedzu	strivi, v
vb 1	strucinu	strivi, v
sm	strudzu	sturz
vb 4	strufkisescu	colică a avea, v
sm	strugaru	strungar - la strungă
sn	strugu	rindea
vb 4	struguescu	struji, v -da la strungă
sf	struguire	strujire
adj	struguit	strujit
sf	struhinâ	sulfină - plantă medicinală
adj	strumbulu	grăsuliu
sf	strunâ	vierme lung şi subţire sin ape stătătoare
sf	strungâ	strungă
sm	strutsu	struţ
vb 4	struxescu	ascuţi, v
adj	stufosu	stufos
sm	stufu	stuf
adj	stufutosu	stufos
sm	stuhico	respiraţie
sf	stuhinari	nenorocire
adj	stuhinatu	epuizat
adj	stuhinatu	nenorocit
vb 1	stuhinedzu - mi	nenoroci, v
sf	stulcinari	strivire
adj	stulcinat	stâlcit
adj	stulcinat	zdrobit
vb 1	stulcinedzu	stâlci, v
vb 1	stulcinu	stâlci, v
sf	stulidhâ	podoabă
sf	stulii	podoabă
vb 4	stulsescu - mi	împodobi, v
sf	stulsiri	gătire, v
adj	stulsitu	ornat
vb 1	stultsinu	stâlci, v
sf	stumahi	stomac
sn	stumbu	pisălog - cu care pisez
vb 4	stumbusescu	pisa, v
sf	stumbusiri	pisare
adj	stumbusitu	pisat
sf	stupâ	câlţi
sf	stupâ	grămadă
sf	stupâ	mulţime
sf	stupaganâ	măciucă
sf	stupâtoare	dop
sf	stupii	câlţi
sf	stupii	grămadă
sf	stupii	mulţime
sm	stupu	stup
sf	stupumâ	dop
sn	stuputoru	dop
adj	stuputosu	stufos
vb 1	sturcinu	strivi, v
sm	sturdzu	sturz
sf	sturnari	cremene
adj	sturnârosu	cremenos - de cremene
sm	sturu	stâlp
vb 1	sturutedzu	strănuta, v
prep	su	sub
adj pos m sg	su, cu catrimâ dinâinti	său, cu catrimă înainte
sm	subashi	tiran
sm	subashi	zapciu
adj	subtsâracu	subţirel
adj	subtsâri	subţire
sf	sucai	beretă
sf	sucaki	stradă
sn	sucrestu	sechestru
sf	sucrilji	socrie
sf	sucrimi	socrii toţi
sn	sucu	soc
sf	sudhâ, sudhi, sudz	căldare
sf	sudoari	sudoare
sf	sudzeari	sugere
sf	sudzeatâ	săgeată
sf	sudziri	sugere
sn	sueljiu	codină - lână....
sf	sufâlâki	sofa
sm	sufari	călăreţ
sm	sufaru	masă mică joasă
sf	sufati	sofa
sm	sufă	sofa
sf	sufii	invenţie
vb 1	sufinedzu - mi	zvânta, v
adj	sufinu	uscat
sf	suflari	suflare
sn	suflatu	respiraţie
adj	suflatu	suflat
sf fpl	suflitami	oameni mulţi
sn	suflitu	om
sn	suflitu	respira, v
sn	suflitu	suflet
vb 1	suflu	sufla, v
sf	sufrâ	rid
sf	sufrâ	zbârcitură
sf	sufrâmtseauâ	sprânceană
sf	sufrândzeanâ	sprânceană
sf	sufrândzeauâ	sprânceană
sf	sufrântseauâ	sprânceană
sn	sufrântselu	furuncul
sm	sufră	masă mică joasă
vb 4	sufrusescu - mi	şterpeli, v
vb 4	sufrusescu - mi	zbârci, v
sf	sufrusiri	ridare
sf	sufrusiri	zbârcire
adj	sufrusitu	mototolit
adj	sufrusitu	zbârcit
vb 4	sufsescu	imagina, v
vb 4	sufsescu	inventa, v
vb 4	sufsescu	scorni, v
sm	sugâricu	sugar mic
adj	sugaru	miel sugar
adj	sugaru	sugar
adj	sugârushu	sugar mic
sn	sugiucu	sugiuc
sf	sugljitsari	sughiţare
sn	sugljitsatu	sughiţat
sn	sugljitsu	sughiţ
vb 1	sugljitsu	sughiţa, v
sm	sugu	soc
vb 3+2	sugu	suge, v
sf	suhadz	hemoroizi
sf	suhats	hemoroizi
sf	suiarâ	fluier
adj	suilâtcu	neam bun, de
adj	suilâtcu	rasă, de
sf	suiljeari	tundere sub burtă şi sub coadă
sn	suiljeatu	tuns sub burtă şi sub coadă
sn	suiljeatu	tunsul  sub burtă şi sub coadă
vb 1	suiljedzu	tunde sub burtă şi sub coadă, v
adj	suisâz	neam prost, de
sm+f	suitaru	bufon
sf	sulâ	frigare
sf	sulâ	intrigă
sf	sulâ	sulă
sn	sulatsu	tur
sm	suldatu	soldat
sn	sulfatu	chinină
sf	sulfinâ	sulfină - plantă medicinală
sf	sulhinâ	sulfină - plantă medicinală
sf	sulinâ	crustaceu
sf	suliucâ	lipitoare
sn	sulivaru	lanţ
sf	sulkinâ	sulfină - plantă medicinală
vb 4	sulmuxescu	spovedi, v
sf	sulpii	undiţă
sf	sultanâ	sultană - soţie de sultan
sf	sultânatâ	fast
sf	sultânatâ	pompă - fast
sm	sultanu	sultan
sn	sultucu	surtuc - haină scurtă
sn	sulu	sul
sf	suluki	lipitoare
sf	suluki	respiraţie
sf	sumâ	adunare de numere
sf	sumâ	fuior
sf	sumâ	lână pentru ustură
sf	sumâ	sumă
sf	sumâ	total
vb 3+2	sumarâdu	surâde, v
sm	sumâră	samar
sf	sumâreauâ	sumedenie
sn	sumâriciu	samar mic
sn	sumaru	samar
sm	sumbru	sâmbure
sm	sumburi	sâmbure
sm	sumburu	sâmbure
sf	sumcoadâ	curea ce trece pe sub coada calului
sf	sumenji	conştiinţă
sn	sumigâ	vârf
adj	sumigosu	vârfuit
sn	sumigu	vârf
adj	sumnatu	somnat
adj	sumnosu	somnoros
adj	sumnurosu	somnoros
sn	sumnushu	somnişor
adj	sumolcu	cenuşiu
adv	sumsoarâ	subţioară
sf	sumsoarâ	subţioară
prefix	sumu -	semi-
prep	sumu -	sub
vb 4	sumulâiescu	semi-înnegri, v
adj	sumulâitsu	negricios foarte
adj	sumulâitu	negricios
adj	sumulaiu	negricios
adj	sumulaiu	oacheş
sf	sumunâ	pâine întreagă
sf	sunari	sunare
sf	sunduki	ladă
sf	suneti	circumcizie
invar	sungalusu	arşice - poziţie
sf	sunghii	baionetă
invar	sunghiutacu	baioneta, cu ea pusă
adv	sunsoarâ	subţioară
sf	sunsoarâ	subţioară
prep	sunu	sub
vb 1	sunu	suna, v
sf	supâ	supă
sf	supani	buzunar interior
sf	supherâ	supieră
sn	suplu	pumn
sn	suplu	pumn, lovitură de
prep	suprâ	supra
vb 4	supsescu	muri, v - despre animale
adj	suptsâracu	subţirel
sf	suptsârari	subţiere
vb 1	suptsâredzu - mi	subţia, v
adj	suptsâri	subţire
adj	suptu	supt
sf	surafi	brici
sm	surântselu	soare drag
sf	surâritsâ	surioară
sf	suratâ	domnişoară de onoare
sf	suratâ	prietenă
sf	suratâ	tovarăşă
sf	surati	faţă
sf	surati	mască
sm pl?	surăts	bulgări
adv	surda	surdeşte,   de-a surda
vb 4	surdisescu	curs a da, v
vb 4	surdisescu	diare a produce, v
vb 4	surdisescu	tărăgăna, v
vb 4	surdisescu	vinde, v
sf	surdisiri	diaree, starea de
adj	surdisitu	diaree, care are
adj	surdu	surd
vb 4	surdzăscu	surzi
sf	sureti	aspect
sf	sureti	faţă
sf	sureti	figură
sf	surfinâ	sulfină - plantă medicinală
sf	surghiri	sorbire
sn	surghitsu	brăţat - un braţ de...
sn	surghitsu	legătură
adj	surghitu	sorbit
vb 4	surghiunipsescu - mi	exila
vb 4	surghiunipsescu - mi	surghiunui, v
sf	surguni	surghiun
vb	surgunipsescu	deporta
vb	surgunipsescu	exila
vb	surgunipsescu	surghiuni
sf	surhidâ	pecete
sf	surhinâ	sulfină - plantă medicinală
sf	suricâ	surioară
sf	surii	cârd
sf	surii	cireadă
sf	surii	grămadă
sf	surii	mulţime
sn	surinu	însorit loc
sf	surlâ	instrument muzical de suflat
adj	surlutosu	ascuţit
sm pl?	surnelu	însorit loc
sm	suro	mulţime
sm	suro, suradz	cârd
sm	suro, suradz	cireadă
sm	suro, suradz	grămadă
sf	surpâturâ	surpătură
vb	surpu	dărâma, v
vb	surpu	învinge, v
sn	surpu	prăpastie
sn	surpu	râpă
vb	surpu	surpa, v
vb 4	sursescu	bărbieri, v
vb 4	sursescu	rade, v - barba
sf	surtseauâ	surcea
sn	surtselu	cununie - de pus pe cap la nuntă
sm	surtselu	soare mic
sn	surtselu	surcel - lemn scurt şi subţire
sn	surtsilushu	surceluţă
sn	surtucu	surtuc - haină scurtă
vb 4	surupseashti	apune, v
sf	surupsiri	apunere
sf	surupsiri	asfinţit
sf	surupu	apus
sf	surupu	asfinţit
vb 1	surupu - mi	surpa, v
sf	surupumâ	asfinţit
sf	surupuni	asfinţit
vb 4	surusescu	umple cu vârf şi îndesat, v
sf	survâ	soarbă - fructul sorbului
sf	survâ	sorcovă
sm	survu	sorb - pom fructifer
sf	suryiuni	surghiun
sf	susami	susan
vb 4	susescu	termina, v
sm+f	sushanu	susan - locuitor din susul localităţii
sf	suskinari	suspinare
sf	suskirari	suspinare
adj	suskiratu	suspinat
adj	suskirosu	suspinător
vb	suskiru	dori cu ardoare, v
sn	suskiru	suspin
vb	suskiru	suspina, v
adv	susta	complet
adv	susta	exact
adv	susta	precis
sf	sustâ	capac
adv	susu	sus
vb 4	susuescu - mi	împodobi, v
sf	susumi	poreclă
sf	sutâ	sută
sf	sutacâ	sută de grame
sf	sutâreaua	sutar - o sută
vb 4	sutrupsescu	desfiinţa
vb 4	sutrupsescu	devasta
vb 4	sutrupsescu	distruge
vb 4	sutrupsescu	nimici, v
vb 4	sutrupsescu	ruina
vb 4	sutrupsescu	ruina, v
sf fpl	sutsâlji	adunare
sf fpl	sutsâlji	sindrofie
sf	sutsatâ	asociaţie
sf	sutsatâ	bandă
sf	sutsatâ	camaraderie
sf	sutsatâ	căsătorie
sf	sutsatâ	gaşcă
sf	sutsatâ	tovărăşie
sm pl?	sutu	oală fără toartă
sf	suturari	săturare
sm	suugu	soc
sf	suvalnitsâ	suveică
sf	suvaltsâ	suveică
sm	suvari, suvareadz	călăreţ
sf	suvati	marfă de vânzare
sf	suviniri	amintire
sm	suylimă, suylimadz	friptură
sm	suze, suzadz	cerc trasat pe pământ
sf	suzeatâ	săgeată
vb 4	svâcnescu	zvâcni, v
sf	svalindzâ	suveică
sf	svaltsâ	suveică
sn	sviciu	bici
vb 1	svinturedzu	vântura, v
vb 1	svinturu	vântura, v
conj	ta	ca
adj pos f+m sg	ta	ta
prep	tâ	pentru
sf	tâbâbii	cârd
sf	tâbâbii	ceată
sf	tâbâbii	grup
sm	tabacaryio	tăbăcărie
sn	tâbacu	tabac
sm	tâbacu	tăbăcar
sf	tâbâkerâ	tabacheră
sf	tâbani	grindă
sm	tâbanu	tăbăcar
sf	tabieti	nărav
sf	tabieti	obicei
adj	tabietlâ	nărăvaş
sf	tablâ	fes purtat de femei
sf	tablâ	tablă
sf	tablâ	table, joc de
invar	taboljea	prostănac
sf	tabori	batalion
sf	tâburi	batalion
sf	tâbyii	redută
vb 4	tâc(ã)nescu	aminti, v
vb 4	tâc(ã)nescu	trece prin gând, v
sf	tâcâmi	bagaj
sf	tâcâmi	costum
sf	tâcâmi	suită
sf	tâcâmi	tacâm
vb 4	tâcânsescu - mi	certa, v
adj	tâcânsitu	supărat
sf	tâcati	capacitate - putere
sf	tâcati	dispoziţie
sf	tâcati	putere
sf	tâcati	tărie- forţă
sm	tâciuni	neghină
sm	tâciuni	tăciune
sf	tacmâ	falsitate
adj	tâcmâlatu	echipat
vb 4	tâcnescu	aminti, v
sf	tâcrari	confirmare
sf	tâcrari	expunere
sf	tâcrari	raport
sf	tacriri	confirmare
sf	tacriri	expunere
sf	tacriri	raport
vb 2	tacu	linişte a păstra, v
vb 2	tacu	tăcea, v
sf	tâcuni	toc de gheată
adj	tâcutu	liniştit
adj	tâcutu	taciturn
adj	tâcutu	tăcut
invar	tadhi	cutare
sf pl?	taeti	prosternare
sf	taftâ	foşnet
sn	tâgârcicu	traistă păstorească
sn	tâgaru	baniţă
adv	taha	cică
adv	taha	în aparenţă
adv	taha	parcă
sf	tâhâni	făina de seminţe pt halva
adv	tahina	dimineaţă
adv	tahina	zori, în
sf	tahinari	dimineatsă
sf	tahinimâ	dimineatsă
vb 4	tâhinipsescu	dimineaţă, a se scula de...
vb 4	tâhinipsescu	porni la drum de dimineaţă
adj	tâhmâkearu	lacom
sf pl?	tahmini	atenţie, cu
sf pl?	tahmini	băgare de seamă
sf pl?	tahmini	noroc, la
sm	tahtabicu	ploşniţă
sf	tâhtâvani	lectică
adv	tahticâ	regulat
sf	taifâ	alai
sf	taifâ	ceată
sf	taifâ	familie
sf	taifâ	grup de familii
sf	tâimi	porţie
sf	tâimi	tain - raţie de soldat
sf	tâini	porţie
sf	tâini	tain - raţie de soldat
vb 4.	tâisescu - mi	da de mâncare, v
vb 4.	tâisescu - mi	hrăni, v
sn	taiu	farfurioară
sf	tâkii	tichie
adj	talabaciu	băieţandru
sm	talabaciu	băieţandru
adj	talabaciu	copilandru
sm	talabaciu	copilandru
sn	tâlaciu, tâlaciuri, tâlaci	deşeu de lână
vb 4	tâlâescu	deteriora, v
vb 4	tâlâescu	snopi
vb 4	tâlâescu	tăvăli, v
sn	tâlâganu	manta
sf	tâlândzâ	potîrnichie
sn	tâlâriciu	putină mică
sn	tâlâricu	putină mică
sn	talaru	putină
sf	talazâ	satin
sf	talazi	satin
sf	talazi	val
vb 4	tâlcescu	prăbuşi, v
sf	taleatinâ	piele tăbăcită
sn	tâlganu	manta
sf	tâlimi	exerciţiu militar
sf	talingâ	birjă
sf	talingâ	teleagă
sn	taliru	farfurie
sm	taliru	putină
sf	tâljeari	tăiere
sf	taljeatinâ	piele tăbăcită
adj	tâljeatu	circumcis
adj	tâljeatu	tăiat
sf	talji	complet
sf	talji	sută
sf	talji	zece
adj	tâljiosu	ascuţit
adj	tâljiosu	tăios
adj	tâljitosu	ascuţit
adj	tâljitosu	tăios
sf	tâljiturâ	povârniş
sf	tâljiturâ	tăietură
sf	tâljiturâ	tăiş
vb 1	taljiu	înceta, v
vb 1	taljiu	tăia, v
vb 1	taljiu	tranşa, v
vb 1	taljiu - mi	decide, v
sn	tâljiuru	farfurie
sn	tâlmaciu	deşeu de lână
adj pos	talu	tău
pron pos	talu	tău
sm fpl	tâmaciu	tăiţei
sf	tâmâhkirlâki	lăcomie
adj	tâmahu	lacom
adj	tâmâkearu	lacom
adv	tamam	chiar
adv	tamam	exact
adv	tamama	chiar
adv	tamama	exact
adv	tamamana	chiar
adv	tamamana	exact
sf	tâmbână	tamburină
sm	tâmbâră	tamburină
sm	tâmbâră(u)	tobă mică
sf	tâmbari	manta de ploaie
sf	tâmbârushi	tamburină mică
sf	tamburâ	tambură
sm	tamburagi	tamburagiu
sn	taminu	etamină
sn	taminu	ţesătură rară
sf	tâmpâ	creştet
sf	tâmpânâ	tobă mare
sm	tâmpânaru	toboşar
sn	tâmpâniciu	tamburică
sm	tâmpâră, tâmpâradz	tamburină
adv	tamu	chiar
adv	tamu	exact
sf	tanâ	nume dat unei mule tinere
sf	tânali	cleşte de cizmar
sf	tânânushi	drăgălaşă
sn	taniru	farfurie
sn	taniru	farfurioară
sn	tâniru	farfurie
sn	tâniru	farfurioară
sf	tanjirâ	farfurie
sf	tanjirâ	farfurioară
vb	tânjiusescu - mi	pocăi, v
adj pos f+m sg	tao	ta
invar	ta-o-to	prostănac
sf	tapâ	capac
sf	tâpanci	pistol
sf	tapangi	pistol
sf	tâpangi	pistol
adj	tâpânusit	umil
sf	tâpârâshti	toporişte - coada toporului, coasei etc
sf	tâpârâtsâ	toporişte - coada toporului, coasei etc
sf	tâpari	podoabă de cap
sf	tâpii	act de proprietate
adj	tapinosu	modest
adj	tapinosu	smerit
adj	tapinu	modest
adj	tapinu	smerit
adj	tâpinusitu	umil
sf	tâpoarâ	topor
sn	tâporu	topor
sf	tâpsii	tipsie
sf	tâpureauâ	lovitură de topor
sn	tâpuricu	toporel
sf pl?	tarâ	dara
sf pl?	tarâ	tară
sf	târacâ	gard de scânduri
sf	târafi	coaliţie
sf	târafi	grup
sf	târafi	partid
sm	târâmă, târâmadz	icre preparate
sm	târâp(h)ână, târâp(h)nadz	monetărie
sn	tarapashu	mămăligă
sf	târâshti	târlă
sn	târastru	traistă păstorească
sf pl?	taratori	salatâ
sm pl?	târâtoru	salatâ
sf	târatsâ	terasă
sf	târatsâ	verandă
adj	târâtu	călcat în picioare
adj	târâtu	târât
sf	tarăndzâ	bretele
sm pl?	târboshu	gogoriţă
sn	târcolu	târcol - cerc, roată
vb 4	târculescu - mi	târcoale a da, v
sf	târculiri	zvârcolire
adj	târculitu	zvârcolit
adv	tardu	târziu
adj	târdzâu	târziu
adv	târdziu	târziu
sm pl?	târfoliu	colonie - parfum
sm	târhână, târhânadz	trahana
sm	târhânău	trahana
sf	târhânoanji	plăcintă de trahana
sf	târhuni	făina de seminţe pt halva
invar	tari	cutare
sf	tarifâ	tarif
vb 4	târkescu	săpa adânc, v
sf	târliki	târlici - papuci de casă din postav
sf	târnâ	drăgălaşă
sf	târoanji	măgar
sm	târonjiu	măgar
sn	târpâlicu	obstacol mic
sn	târpâlicu	şanţ mic
sn	târpâlicu	văgăună mică
sf	tarpoashi	voal
adj	tartabesu	lăudăros
sm	tartabicu	ploşniţă
sf	tartacutâ	diaree
sm	tartacuti, tartacuteanj	diavol
sf	tartarâ	iad, fundul iadului
adj	tartares	lăudăros
sm	tartaru	neînţeles, om de
sm	târtociu	dihor
adj	târtoru	linguşitor
sf pl	târtsâ	tărâţă
adj	taru	măgar
sm+f	taru	măgar
sf	târushti	târlă
sn	târvaciu	burduşel
sn	târvashu	burduşel
sf	târyâcicâ	căldăruşă
sf	tashcâ	geantă
adv	tâshi	până
prep	tâshi	până
adv	tâshi	tocmai
prep	tâshi	tocmai
sf	tasi	farfurie
sf	tasi	vas
sn	tâstricu	traistuţă
sn	tastru	traistă
sn	tasu	farfurie
sn	tasu	vas
sm	tatâ	tată
invar	tatili	destituire
sf	tâtseari	tăcere
sm	tatu	tată
sm pl?	tatulatu	băutură de vrajă
adv	ta-una	imediat
sm	tâunu	tăun
sf	tavâ	tavă
sf	tava(m)bii	ceată
sf	tava(m)bii	suită
vb	tâvâlescu	tăvăli, v
sf	tâvani	tavan
vb	tâvânjiusescu	tăvăni - a face tavanul
sn	tâvârceacu	burduşel
sf	tâvâturâ	hărmălaie
sf	tâvâturâ	tapaj
sf	tâvâturâ	vacarm
sm	tâvă, tâvadz	tavă
sf	tavernâ	cabaret
sf	tavernâ	tavernă
sf	tavlâ	tavă
sf	tâvlii	tavă
sm	tavru	taur
vb 4	tâxescu - mi	insulta
vb 4	tâxescu - mi	promite, v
adj	taxesu	urât
adv	taxi	ca şi cum
sm	taxi(l)daru	perceptor
sf	taxi, taxi, taxuri	clasă de an şcolar
sf	taxi, taxi, taxuri	datină
sf	taxi, taxi, taxuri	ordine
sf	tâxidhi	călătorie
vb 4	tâxidhipsescu	călători, v
sf	taxirati	nenorocire
sf	tâxiri	insultare
sf	tâxiri	promitere
adj	tâxitu	insultat
adj	tâxitu	promis
sf	tâyârcicâ	traistâ păstorească
sf	tâyari	baniţă
sn	tâyaru	baniţă
vb 4	tâyisescu	da de mâncare, v
vb 4	tâyisescu	hrăni, v
sf	taymâ	breaslă
sf	taymâ	castă
sf	taymâ	clică
sf	taymâ	tagmă
adj	taze, tazei, tazedz, tazei	proaspăt
adj	tazetcu	proaspăt
adj pos	tălu	tău
pron pos	tălu	tău
adj pos	tău	tău
pron pos	tău	tău
conj	tea	că să
sf	teacâ	teacă
sf	teafi	sulfură
sn	teagu	toiag
sf	tealeatinâ	piele tăbăcită
sf pl?	tearâ	cataractă - la ochi
sf pl?	tearâ	smântână
adv	tecâ	impar
adv	tecâ	nepereche
adv	tecâ	singur, de unul
sm invar	tecnon	copil
sn	tegu	toiag
sf	tehni, tehni, tehnuri	farsă
sf	tehni, tehni, tehnuri	festă
sf	tehni, tehni, tehnuri	meserie
sf	tehni, tehni, tehnuri	meşteşug
adv	teki	impar
sf	teki	moschee
adv	teki	nepereche
sf	teki	schit musulman
adv	teki	singur, de unul
sf	teletini	piele tăbăcită
sf	teli	telegramă
sn	teljiu, tealji, teljiuri	beteală
sn	teljiu, tealji, teljiuri	coardă
sn	teljiu, tealji, teljiuri	telegramă
sn	telu	telegramă
sf	temblâ	bârnă
sf	temblâ	haplea - prostănac, nătărău
sf	temblâ	prăjină
sn	templu	iconostas
sf	tendâ	cort
sf	tendâ	velinţă
sf	tengalâ	praştie elastică
sf	tengi	sfert de oră
sf	tengi	un pic de
sm	tengiri	vas adânc de aramă sau fontă pt mâncare
sn	tengiu	pic de
sn	tengiu	sfert
sf	tenji	boală de piele
sf	tenji	tenie
sf	tentâ	cort
adv	teparu	mai
sf	tepcâ	meliţă
sm	tepe, tepedz	podoabă de cap
num ord	terlu	altreilea
adv	tersanâ	piază rea
adv	tersene	anapoda
adv	tersi	anapoda
adv	tersine	anapoda
adj	tersu	anapoda
adj	tersu	contrar
adj	tersu	nefavorabil
adj	tersu	neprielnic
sf	teslâ	teslă
sf	testemeli	basma
sf	testemeli	batistă
adj	tesu	întins
sf	tetâ	boală
sf	tetâ	friguri
sf	tetâ	mătushă
sn	tetradhiu	caiet
sn	tetravanghelu	biblia cu cele 4 evanghelii
adj	tetrayunu	dreptunghiular
sf	tfeki	armă
sf	th(i)liki	nod deschis
sf	thâlăndzâ	potârniche
sf	thamâ, thami, thamati	minune
sf	thamâ, thami, thamati	miracol
vb 4	thâmâsescu - mi	minuna, v
vb 4	thâmâsescu - mi	uimi
sf	thâmâturyii	miracol
invar	thârâpeljiu	acritură
adj	thârâpeljiu	acru foarte
vb 4	thârâsescu	curaj a avea, v
vb 4	thârâsescu	încrede, v
vb 4	thârâsescu	îndrăzni
sn	tharu	curaj
sf	thavmâ	minune
sf	thavmâ	miracol
sm	thavmaturyo(u)	minuni care face
vb 4	thâvmusescu - mi	minuna, v
sf	thâvmusiri	minunare
adv	theamâ	puţin
sm+f	theaminu	femeie
sm+f	theaminu	femelă
adj	theaminu	feminin
adj	theaminu	ingenios
adj	theaminu	inteligent
adj	theaminu	perspicace
sm+f	theatrinu	actor
sn	theatru	teatru
sf fpl	thelimâ	voinţă
sf	themâ	temă
sf	theoloyii	teologie
sm	theoloyu	teolog
sf	theorii	teorie
sn	thermometru	termometru
sf	thesi	funcţie
sf	thesi	post
sf	thesi	rang
sf	thiljeauâ	nod deschis
sm	thilundi, thilundeadz	voluntar
sf	thim(i)siri	aducere aminte
adv	thimâzica(zâ)	puţin
sf	thimeamâ	tămâie
